FCN,Offense,Analyst,Sufficiency,Anatomical source,AFIS system,AFIS Result,Verified by
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-09887,Theft Passenger Car,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-09888,Theft Passenger Car,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-09890,Investigation - Burglary and Theft (B&T),Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,PP,,,
FCN: 2014-09893,Burglary Habitation Day,Rodney,NV,,,,
,,,NV,,,,
FCN: 2014-10073,Burglary Habitation Time Unknown,Cassaundra,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10074,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-10077,Burglary Habitation Day,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10082,Burglary Habitation Day,Cassaundra,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-10083,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10084,Burglary Habitation Time Unknown,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10307,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10308,Outside Case For Auto Theft (Recovered Inside City,Cassaundra,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2014-10309,Theft Truck,Cassaundra,NV,,,,
FCN: 2014-10312,Burglary Habitation Time Unknown,Cassaundra,NV,,,,
FCN: 2014-10314,Burglary Building Night,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10315,Theft Truck,Cassaundra,NV,,,,
,,,NAQ,FP,Not Entered,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10327,Burglary Habitation Time Unknown,Cassaundra,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10339,Burglary Habitation Time Unknown,Cassaundra,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10341,Burglary Habitation Day,Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,Stacie,,,,,
FCN: 2014-10342,Burglary Habitation Day,Stacie,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,Stacie,,,,,
FCN: 2014-10411,Investigation - Burglary and Theft (B&T),Maranda,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-10455,Burglary Habitation Time Unknown,Sandy,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2014-10460,Burglary Habitation Day,Sandy,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NAQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,Sandy,,,,,
FCN: 2014-10461,Burglary Habitation Night,Tracy,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2014-10463,Burglary Building Night,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10479,Burglary Building Time Unknown,Adam,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10487,Burglary Building Night,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-10504,Burglary Habitation Day,Tracy,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10628,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2014-10633,Burglary Habitation Day,Tracy,NV,,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,,,
FCN: 2014-10637,Burglary Building Night,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-10639,Burglary Habitation Day,Tracy,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10640,Burglary Habitation Night,Tracy,NV,,,,
,,,AQ,FP,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2014-10643,Burglary Habitation Day,David,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10646,Burglary Habitation Day,David,NV,,,,
,,,AQ,,MorphoTrack,PAA,
FCN: 2014-10652,Burglary Habitation Day,David,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10664,Investigation - Burglary and Theft (B&T),Starla,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10668,Burglary Building Night,Becky,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2014-10726,Burglary Habitation Day,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2014-10730,Burglary Habitation Day,Maranda,NAQ,,,,
,,,NAQ,,,,
,,,NAQ,,,,
FCN: 2014-10757,Burglary Habitation Night,David,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10759,Burglary Habitation Day,David,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-10787,Burglary Habitation Day,David,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,IMP,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,David,,,,,
FCN: 2014-10909,Burglary Habitation Day,David,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-10911,Burglary Habitation Day,Vickie,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10913,Burglary Building Night,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2014-10928,Burglary Habitation Day,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-10936,Burglary Habitation Time Unknown,Vickie,NAQ,IMP,,,
,,,AQ,FP,,,
FCN: 2014-10945,Burglary Habitation Time Unknown,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-11125,Burglary Habitation Day,Vickie,NAQ,FP,,,
FCN: 2014-11136,Burglary Habitation Day,Vickie,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-11185,Burglary Habitation Night,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-11212,Burglary Building Night,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2014-11214,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,Cassaundra,,,,,
FCN: 2014-11215,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-11216,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2014-11220,Burglary Habitation Time Unknown,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-11340,Burglary Habitation Day,Cassaundra,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,Cassaundra,,,,,
FCN: 2014-11398,Burglary Habitation Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,Cassaundra,,,,,
FCN: 2014-11435,Burglary Habitation Night,Cassaundra,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-11437,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-11448,Burglary Habitation Day,Sandy,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-11471,Burglary Building Time Unknown,Becky,NV,,,,
FCN: 2014-11578,Burglary Habitation Day,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-11580,Burglary Habitation Day,Maranda,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-11582,Burglary Building Day,David,NV,,,,
FCN: 2014-11584,Burglary Habitation Day,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-11585,Burglary Habitation Time Unknown,Cassaundra,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
FCN: 2014-11850,Burglary Building Time Unknown,David,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
FCN: 2014-11852,Burglary Habitation Time Unknown,Vickie,AQ,FP,MorphoTrack,PAA,
,,Vickie,,,,,
FCN: 2014-11879,Burglary Habitation Day,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,Vickie,,,,,
FCN: 2014-11923,Burglary Habitation Day,Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-11924,Burglary Habitation Night,Starla,NV,,,,
FCN: 2014-11926,Burglary Habitation Day,Starla,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NAQ,PP,,,
,,,AQ,,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,PP,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NAQ,PP,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2014-11931,Burglary Habitation Night,Starla,NV,,,,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-11962,Burglary Habitation Time Unknown,Starla,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2014-11965,Burglary Habitation Time Unknown,DJ,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-11976,Burglary Habitation Time Unknown,Starla,NV,,,,
,,,AQ,IMP,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,NAQ,FP,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,PP,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2014-11994,Burglary Habitation Day,Starla,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,Starla,,,,,
FCN: 2014-12018,Burglary Habitation Day,Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2014-12024,Burglary Habitation Day,Starla,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,Starla,,,,,
FCN: 2014-12308,Burglary Habitation Day,Starla,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2014-12426,Burglary Habitation Day,Tracy,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-12427,Burglary Habitation Night,Tracy,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-12428,Burglary Building Night,Maranda,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2014-12555,Burglary Habitation Night,Tracy,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-12566,Burglary Building Night,Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-12605,Investigation - Burglary and Theft (B&T),Tracy,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2014-12606,Investigation - Burglary and Theft (B&T),Tracy,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-12607,Burglary Habitation Day,Tracy,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-12627,Burglary Habitation Day,DJ,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-12631,Burglary Habitation Day,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NRD,,,,
,,,NRD,,,,
FCN: 2014-12632,Burglary Habitation Day,DJ,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
FCN: 2014-12635,Burglary Habitation Day,DJ,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
FCN: 2014-12636,Burglary Habitation Day,Tracy,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
FCN: 2014-12694,Burglary Habitation Time Unknown,Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2014-12696,Burglary Building Time Unknown,Maranda,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2014-12702,Burglary Habitation Day,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-12706,Burglary Habitation Day,Jeniffer,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2014-12745,Burglary Habitation Day,Jeniffer,NV,,,,
